InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
573876,23566,EGG CUP MILKMAID HEIDI,1,2011-11-01 12:48:00,1.25,16360.0,United Kingdom
C567704,22349,DOG BOWL CHASING BALL DESIGN,-12,2011-09-22 09:41:00,3.75,17716.0,United Kingdom
570231,85094,CANDY SPOT EGG WARMER RABBIT,12,2011-10-09 13:44:00,0.19,16685.0,United Kingdom
572549,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,9,2011-10-24 17:03:00,0.83,,United Kingdom
538659,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,2010-12-13 15:36:00,2.55,14625.0,United Kingdom
576695,23355,HOT WATER BOTTLE KEEP CALM,1,2011-11-16 12:25:00,4.95,16469.0,United Kingdom
581217,22716,CARD CIRCUS PARADE,1,2011-12-08 09:20:00,0.83,,United Kingdom
539201,37450,CERAMIC CAKE BOWL + HANGING CAKES,6,2010-12-16 12:11:00,2.95,14878.0,United Kingdom
542776,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2011-02-01 08:23:00,1.25,15240.0,United Kingdom
546911,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,18,2011-03-17 19:47:00,3.81,17725.0,United Kingdom
C541674,22606,WOODEN SKITTLES GARDEN SET,-1,2011-01-20 13:19:00,15.95,16892.0,United Kingdom
570670,20727,LUNCH BAG  BLACK SKULL.,10,2011-10-11 14:39:00,1.65,14624.0,United Kingdom
549576,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-04-11 08:14:00,0.85,17069.0,United Kingdom
565437,22735,RIBBON REEL SOCKS AND MITTENS,10,2011-09-04 13:48:00,1.65,17050.0,United Kingdom
573585,23311,VINTAGE CHRISTMAS STOCKING ,5,2011-10-31 14:41:00,4.96,,United Kingdom
561288,20725,LUNCH BAG RED RETROSPOT,10,2011-07-26 12:26:00,1.65,13379.0,United Kingdom
550620,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,2011-04-19 13:39:00,4.15,12585.0,Germany
560780,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,7,2011-07-21 09:31:00,4.13,,United Kingdom
548505,22607,WOODEN ROUNDERS GARDEN SET ,1,2011-03-31 14:34:00,20.79,,United Kingdom
545544,23006,TRAVEL CARD WALLET FLOWER MEADOW,24,2011-03-03 14:56:00,0.42,14057.0,United Kingdom
566164,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,5,2011-09-09 11:56:00,2.46,,United Kingdom
544461,22025,RING OF ROSES BIRTHDAY CARD,12,2011-02-20 14:08:00,0.42,13744.0,United Kingdom
539738,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,2,2010-12-21 15:19:00,11.02,,United Kingdom
563912,23209,LUNCH BAG VINTAGE DOILY ,10,2011-08-21 12:58:00,1.65,17675.0,United Kingdom
560233,22383,LUNCH BAG SUKI DESIGN ,2,2011-07-17 11:10:00,1.65,16813.0,United Kingdom
567336,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-09-19 14:56:00,2.95,12621.0,Germany
555397,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,1,2011-06-02 17:26:00,8.29,,United Kingdom
545634,22846,BREAD BIN DINER STYLE RED ,2,2011-03-04 12:12:00,16.95,14911.0,EIRE
580152,21199,PINK  HEART CONFETTI IN TUBE,12,2011-12-02 10:22:00,1.65,12364.0,Belgium
547721,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-25 10:14:00,2.95,13000.0,United Kingdom
571716,21931,JUMBO STORAGE BAG SUKI,2,2011-10-18 17:05:00,4.13,,United Kingdom
551881,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,2011-05-05 09:11:00,0.85,13784.0,United Kingdom
536637,79191C,RETRO PLASTIC ELEPHANT TRAY,1,2010-12-02 11:35:00,0.85,18041.0,United Kingdom
579472,21684,SMALL MEDINA STAMPED METAL BOWL ,2,2011-11-29 15:09:00,0.85,13521.0,United Kingdom
542393,84509C,SET OF 4 POLKADOT PLACEMATS ,1,2011-01-27 15:02:00,3.75,18125.0,United Kingdom
558475,90130B,TURQ STONE/CRYSTAL EARRINGS,2,2011-06-29 15:58:00,2.9,,United Kingdom
575633,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,4,2011-11-10 13:44:00,7.95,15355.0,United Kingdom
574481,23309,SET OF 60 I LOVE LONDON CAKE CASES ,1,2011-11-04 12:45:00,0.55,18022.0,United Kingdom
563909,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-08-21 12:36:00,1.45,15701.0,United Kingdom
581219,23224,CHERUB HEART DECORATION GOLD,1,2011-12-08 09:28:00,1.63,,United Kingdom
577733,23367,SET 12 COLOUR PENCILS SPACEBOY ,6,2011-11-21 13:10:00,0.65,15163.0,United Kingdom
572399,21802,CHRISTMAS TREE HEART DECORATION,36,2011-10-24 11:56:00,0.42,15628.0,United Kingdom
541091,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,18,2011-01-13 12:53:00,1.25,16814.0,United Kingdom
572742,85099B,JUMBO BAG RED RETROSPOT,10,2011-10-25 15:48:00,2.08,14341.0,United Kingdom
559909,22712,CARD DOLLY GIRL ,12,2011-07-13 14:28:00,0.42,18245.0,United Kingdom
577078,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-11-17 15:17:00,2.46,,United Kingdom
545872,62096B,PURPLE/TURQ FLOWERS HANDBAG,2,2011-03-07 14:51:00,1.25,15752.0,United Kingdom
555558,22380,TOY TIDY SPACEBOY  ,2,2011-06-05 14:06:00,2.1,14159.0,United Kingdom
580386,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2011-12-04 10:29:00,9.95,18065.0,United Kingdom
577393,23347,I LOVE LONDON BEAKER,40,2011-11-18 17:06:00,1.25,14031.0,United Kingdom
552530,22896,PEG BAG APPLES DESIGN,6,2011-05-10 08:58:00,2.55,13055.0,United Kingdom
561006,23201,JUMBO BAG ALPHABET,10,2011-07-22 15:02:00,2.08,16161.0,United Kingdom
564716,23201,JUMBO BAG ALPHABET,4,2011-08-28 11:02:00,2.08,14810.0,United Kingdom
564370,72802C,VANILLA SCENT CANDLE JEWELLED BOX,6,2011-08-25 09:53:00,4.25,17134.0,United Kingdom
554114,10133,COLOURING PENCILS BROWN TUBE,2,2011-05-22 15:00:00,0.85,15292.0,United Kingdom
544648,22470,HEART OF WICKER LARGE,6,2011-02-22 12:24:00,2.95,15722.0,United Kingdom
564256,22417,PACK OF 60 SPACEBOY CAKE CASES,6,2011-08-24 10:45:00,0.55,14796.0,United Kingdom
566602,22413,METAL SIGN TAKE IT OR LEAVE IT ,1,2011-09-13 16:05:00,5.79,,United Kingdom
578270,47593B,SCOTTIE DOGS BABY BIB,4,2011-11-23 13:39:00,0.83,14096.0,United Kingdom
559928,20750,RED RETROSPOT MINI CASES,10,2011-07-14 08:52:00,7.95,12405.0,Finland
580727,22360,GLASS JAR ENGLISH CONFECTIONERY,1,2011-12-05 17:17:00,5.79,14096.0,United Kingdom
577106,22659,LUNCH BOX I LOVE LONDON,1,2011-11-17 17:18:00,1.95,14456.0,United Kingdom
578783,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-11-25 11:58:00,3.75,12748.0,United Kingdom
567426,23089,GLASS BON BON JAR,12,2011-09-20 11:33:00,1.95,13767.0,United Kingdom
574682,16012,FOOD/DRINK SPONGE STICKERS,24,2011-11-06 12:44:00,0.21,14963.0,United Kingdom
581217,21358,TOAST ITS - HAPPY BIRTHDAY,2,2011-12-08 09:20:00,0.83,,United Kingdom
568528,23312,VINTAGE CHRISTMAS GIFT SACK,4,2011-09-27 13:32:00,4.15,13979.0,United Kingdom
576189,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,2,2011-11-14 11:33:00,0.85,14684.0,United Kingdom
552493,21172,PARTY METAL SIGN ,2,2011-05-09 16:21:00,4.13,,United Kingdom
558475,22356,CHARLOTTE BAG PINK POLKADOT,2,2011-06-29 15:58:00,1.63,,United Kingdom
543370,22849,BREAD BIN DINER STYLE MINT,2,2011-02-07 14:51:00,16.95,12359.0,Cyprus
541592,85169B,BLACK LOVE BIRD CANDLE,4,2011-01-19 15:08:00,0.83,,United Kingdom
577985,21537,RED RETROSPOT PUDDING BOWL,4,2011-11-22 12:25:00,4.25,15116.0,United Kingdom
546243,22567,20 DOLLY PEGS RETROSPOT,12,2011-03-10 13:08:00,1.25,15308.0,United Kingdom
554028,22928,YELLOW GIANT GARDEN THERMOMETER,6,2011-05-20 13:43:00,5.95,15410.0,United Kingdom
537216,21733,RED HANGING HEART T-LIGHT HOLDER,24,2010-12-05 15:40:00,2.95,15502.0,United Kingdom
545636,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-03-04 12:15:00,2.95,16449.0,United Kingdom
564630,23332,IVORY WICKER HEART LARGE,12,2011-08-26 11:53:00,1.65,13644.0,United Kingdom
550144,21937,STRAWBERRY   PICNIC BAG,1,2011-04-14 14:14:00,2.95,16520.0,United Kingdom
541087,22849,BREAD BIN DINER STYLE MINT,2,2011-01-13 12:37:00,16.95,13614.0,United Kingdom
556824,22839,3 TIER CAKE TIN GREEN AND CREAM,1,2011-06-15 10:24:00,29.17,,United Kingdom
581467,22644,CERAMIC CHERRY CAKE MONEY BANK,2,2011-12-08 19:24:00,0.39,13077.0,United Kingdom
577034,20996,JAZZ HEARTS ADDRESS BOOK,24,2011-11-17 13:16:00,0.19,12847.0,United Kingdom
571508,82581,TOILET METAL SIGN,1,2011-10-17 15:27:00,1.25,,United Kingdom
560712,21984,PACK OF 12 PINK PAISLEY TISSUES ,1,2011-07-20 13:06:00,0.29,14456.0,United Kingdom
548550,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-04-01 08:22:00,1.65,18161.0,United Kingdom
572885,21012,ANTIQUE ALL GLASS CANDLESTICK,2,2011-10-26 13:45:00,2.1,15311.0,United Kingdom
555510,84946,ANTIQUE SILVER T-LIGHT GLASS,5,2011-06-03 17:09:00,2.46,,United Kingdom
553130,21843,RED RETROSPOT CAKE STAND,4,2011-05-13 12:41:00,10.95,17398.0,United Kingdom
575087,21169,YOU'RE CONFUSING ME METAL SIGN ,1,2011-11-08 13:57:00,1.69,16549.0,United Kingdom
559551,22694,WICKER STAR ,1,2011-07-10 16:18:00,2.1,16877.0,United Kingdom
566194,35970,ZINC FOLKART SLEIGH BELLS,1,2011-09-09 13:42:00,1.69,14711.0,United Kingdom
580148,21577,SAVE THE PLANET COTTON TOTE BAG,1,2011-12-02 10:08:00,4.96,,United Kingdom
580153,22115,METAL SIGN EMPIRE TEA,12,2011-12-02 10:23:00,0.79,12762.0,Portugal
566226,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,4,2011-09-11 10:39:00,4.95,15605.0,United Kingdom
C559939,21212,PACK OF 72 RETROSPOT CAKE CASES,-24,2011-07-14 10:19:00,0.55,14426.0,United Kingdom
555578,21530,DAIRY MAID TOASTRACK,18,2011-06-05 15:54:00,0.79,15301.0,United Kingdom
541219,35651,VINTAGE BEAD PINK SCARF ,4,2011-01-14 14:06:00,3.29,,United Kingdom
548874,22555,PLASTERS IN TIN STRONGMAN,12,2011-04-04 15:18:00,1.65,17716.0,United Kingdom
541128,22896,PEG BAG APPLES DESIGN,1,2011-01-14 10:12:00,4.96,,United Kingdom
569202,23016,GLASS TWIST BON BON JAR,1,2011-09-30 17:22:00,15.79,,United Kingdom
580600,23349,ROLL WRAP VINTAGE CHRISTMAS,1,2011-12-05 11:13:00,1.25,12841.0,United Kingdom
559672,84629,WHITE 3 FRAME BIRDS AND TREE ,1,2011-07-11 14:04:00,4.95,14796.0,United Kingdom
567542,22627,MINT KITCHEN SCALES,2,2011-09-21 10:16:00,8.5,16626.0,United Kingdom
553175,22487,WHITE WOOD GARDEN PLANT LADDER,2,2011-05-15 11:17:00,9.95,,United Kingdom
540990,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,2011-01-12 16:51:00,0.29,17048.0,United Kingdom
576364,23013,GLASS APOTHECARY BOTTLE TONIC,2,2011-11-14 17:40:00,3.95,15009.0,United Kingdom
558388,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-06-29 10:00:00,1.25,,EIRE
555523,85185B,PINK HORSE SOCK PUPPET,6,2011-06-05 11:36:00,2.95,12468.0,Germany
565261,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,2011-09-02 10:53:00,4.15,12474.0,Germany
555570,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-06-05 15:36:00,1.65,15152.0,United Kingdom
545895,21458,2 PICTURE BOOK EGGS EASTER BUNNY,1,2011-03-07 17:14:00,2.46,,United Kingdom
577549,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1,2011-11-20 15:00:00,1.69,17841.0,United Kingdom
565117,21754,HOME BUILDING BLOCK WORD,4,2011-09-01 11:33:00,5.95,13089.0,United Kingdom
580643,21843,RED RETROSPOT CAKE STAND,1,2011-12-05 12:59:00,10.95,14547.0,United Kingdom
574716,22095,LADS ONLY TISSUE BOX,3,2011-11-06 14:33:00,0.39,14502.0,United Kingdom
565847,48185,DOORMAT FAIRY CAKE,2,2011-09-07 12:44:00,14.13,,United Kingdom
550348,22582,PACK OF 6 SWEETIE GIFT BOXES,6,2011-04-18 09:38:00,2.55,16947.0,United Kingdom
550912,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-04-21 13:17:00,7.95,13267.0,United Kingdom
553345,21936,RED RETROSPOT PICNIC BAG,6,2011-05-16 12:53:00,2.95,16729.0,United Kingdom
536994,21781,MA CAMPAGNE CUTLERY BOX,1,2010-12-03 15:25:00,14.95,14898.0,United Kingdom
550500,21165,BEWARE OF THE CAT METAL SIGN ,1,2011-04-18 15:26:00,4.13,,United Kingdom
574675,23263,SET OF 3 WOODEN HEART DECORATIONS,12,2011-11-06 12:31:00,1.25,17289.0,United Kingdom
550473,21468,BUTTERFLY CROCHET FOOD COVER,1,2011-04-18 13:54:00,3.75,14623.0,United Kingdom
573868,23389,SPACEBOY MINI BACKPACK,4,2011-11-01 12:18:00,4.15,12491.0,France
570703,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-10-12 09:50:00,4.95,14911.0,EIRE
573350,85034A,3 GARDENIA MORRIS BOXED CANDLES,24,2011-10-30 12:32:00,1.25,17725.0,United Kingdom
581453,22345,PARTY PIZZA DISH BLUE POLKADOT,24,2011-12-08 18:15:00,0.19,16401.0,United Kingdom
557067,22382,LUNCH BAG SPACEBOY DESIGN ,24,2011-06-16 15:12:00,1.65,13098.0,United Kingdom
578347,21064,BOOM BOX SPEAKER BOYS,1,2011-11-24 09:26:00,4.13,,United Kingdom
571409,82580,BATHROOM METAL SIGN,12,2011-10-17 12:25:00,0.55,14911.0,EIRE
569129,22738,RIBBON REEL SNOWY VILLAGE,1,2011-09-30 13:40:00,1.65,15034.0,United Kingdom
578262,22571,ROCKING HORSE RED CHRISTMAS ,2,2011-11-23 13:27:00,0.85,18283.0,United Kingdom
570871,23291,DOLLY GIRL CHILDRENS CUP,1,2011-10-12 16:36:00,2.46,,United Kingdom
543539,21155,RED RETROSPOT PEG BAG,2,2011-02-09 14:18:00,2.55,17757.0,United Kingdom
551997,21802,CHRISTMAS TREE HEART DECORATION,2,2011-05-05 15:47:00,0.42,,United Kingdom
581492,47504H,ENGLISH ROSE SPIRIT LEVEL ,1,2011-12-09 10:03:00,3.29,,United Kingdom
568329,21790,VINTAGE SNAP CARDS,12,2011-09-26 14:12:00,0.85,15243.0,United Kingdom
575738,22583,PACK OF 6 HANDBAG GIFT BOXES,6,2011-11-11 09:02:00,2.55,16790.0,United Kingdom
576078,22294,HEART FILIGREE DOVE  SMALL,8,2011-11-13 16:22:00,1.25,14432.0,United Kingdom
536592,22952,60 CAKE CASES VINTAGE CHRISTMAS,7,2010-12-01 17:06:00,1.28,,United Kingdom
541792,22522,CHILDS GARDEN FORK BLUE ,12,2011-01-21 13:09:00,0.85,17094.0,United Kingdom
580983,23565,EGG CUP MILKMAID HELGA ,1,2011-12-06 16:26:00,2.46,,United Kingdom
539043,22382,LUNCH BAG SPACEBOY DESIGN ,10,2010-12-15 15:45:00,1.65,12928.0,United Kingdom
546866,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-03-17 15:47:00,0.65,14462.0,United Kingdom
539436,22558,CLOTHES PEGS RETROSPOT PACK 24 ,3,2010-12-17 14:49:00,2.51,,United Kingdom
559923,22549,PICTURE DOMINOES,1,2011-07-13 16:07:00,3.29,,United Kingdom
536557,22795,SWEETHEART RECIPE BOOK STAND,2,2010-12-01 14:41:00,6.75,17841.0,United Kingdom
540352,22961,JAM MAKING SET PRINTED,1,2011-01-06 14:27:00,3.36,,United Kingdom
568995,22379,RECYCLING BAG RETROSPOT ,5,2011-09-29 16:53:00,2.1,16779.0,United Kingdom
548191,22801,ANTIQUE GLASS PEDESTAL BOWL,15,2011-03-29 15:20:00,7.46,,United Kingdom
581219,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,2011-12-08 09:28:00,4.96,,United Kingdom
547250,23193,BUFFALO BILL TREASURE BOOK BOX,1,2011-03-22 09:30:00,4.58,,United Kingdom
542102,22938,CUPCAKE LACE PAPER SET 6,24,2011-01-25 13:26:00,1.95,12744.0,Singapore
550993,23010,CIRCUS PARADE BABY GIFT SET,1,2011-04-21 19:51:00,16.95,15810.0,United Kingdom
553385,20725,LUNCH BAG RED RETROSPOT,1,2011-05-16 15:53:00,1.65,16710.0,United Kingdom
562934,22231,JIGSAW TREE WITH BIRDHOUSE,1,2011-08-10 16:56:00,3.29,,United Kingdom
576093,22398,MAGNETS PACK OF 4 SWALLOWS,12,2011-11-14 09:05:00,0.39,17744.0,United Kingdom
556815,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-06-15 08:36:00,1.69,14852.0,United Kingdom
546108,20728,LUNCH BAG CARS BLUE,2,2011-03-09 12:35:00,1.65,15529.0,United Kingdom
566281,22816,CARD MOTORBIKE SANTA,60,2011-09-11 14:15:00,0.42,12748.0,United Kingdom
542110,22862,LOVE HEART NAPKIN BOX ,4,2011-01-25 13:46:00,4.25,14189.0,United Kingdom
539053,85130D,BEADED CRYSTAL HEART PINK LARGE,1,2010-12-15 16:32:00,1.65,16725.0,United Kingdom
574063,21014,SWISS CHALET TREE DECORATION ,6,2011-11-02 14:31:00,0.29,13271.0,United Kingdom
552652,22966,GINGERBREAD MAN COOKIE CUTTER,1,2011-05-10 14:09:00,1.25,14591.0,United Kingdom
568065,22821,GIFT BAG PSYCHEDELIC APPLES,12,2011-09-23 13:44:00,0.65,16240.0,United Kingdom
559987,23293,SET OF 12 FAIRY CAKE BAKING CASES,128,2011-07-14 12:12:00,0.72,12619.0,Germany
555520,82486,WOOD S/3 CABINET ANT WHITE FINISH,1,2011-06-05 11:14:00,8.95,15038.0,United Kingdom
563061,23349,ROLL WRAP VINTAGE CHRISTMAS,12,2011-08-11 15:25:00,1.25,13588.0,United Kingdom
544644,22291,HANGING CHICK CREAM DECORATION,24,2011-02-22 11:46:00,1.45,17002.0,United Kingdom
571105,23118,PARISIENNE JEWELLERY DRAWER ,1,2011-10-13 16:01:00,7.5,17614.0,United Kingdom
555638,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2,2011-06-06 12:51:00,9.95,15150.0,United Kingdom
566603,22741,FUNKY DIVA PEN,1,2011-09-13 16:12:00,1.63,,United Kingdom
567793,22710,WRAP I LOVE LONDON ,25,2011-09-22 11:40:00,0.42,12657.0,France
573311,22597,MUSICAL ZINC HEART DECORATION ,3,2011-10-28 16:45:00,0.29,14071.0,United Kingdom
579454,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-11-29 14:08:00,0.29,12901.0,United Kingdom
578344,23520,EMBROIDERED RIBBON REEL RUBY ,1,2011-11-24 09:21:00,7.46,,United Kingdom
544887,21987,PACK OF 6 SKULL PAPER CUPS,3,2011-02-24 11:54:00,0.65,17364.0,United Kingdom
559557,22396,MAGNETS PACK OF 4 RETRO PHOTO,12,2011-07-11 10:33:00,0.39,17444.0,Canada
581500,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,4,2011-12-09 10:45:00,8.95,15344.0,United Kingdom
581538,21328,BALLOONS  WRITING SET ,1,2011-12-09 11:34:00,1.65,14446.0,United Kingdom
579411,23200,JUMBO BAG PEARS,1,2011-11-29 12:46:00,2.08,16794.0,United Kingdom
581477,20981,12 PENCILS TALL TUBE WOODLAND,12,2011-12-09 08:59:00,0.85,13426.0,United Kingdom
578272,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-11-23 13:40:00,2.08,17463.0,United Kingdom
555077,22766,PHOTO FRAME CORNICE,4,2011-05-31 12:42:00,2.95,17975.0,United Kingdom
559124,22938,CUPCAKE LACE PAPER SET 6,12,2011-07-06 12:31:00,1.95,14621.0,United Kingdom
561388,22615,PACK OF 12 CIRCUS PARADE TISSUES ,96,2011-07-27 09:32:00,0.29,12753.0,Japan
539738,22703,PINK CAT BOWL,1,2010-12-21 15:19:00,4.21,,United Kingdom
578074,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,2011-11-22 16:06:00,2.95,17590.0,United Kingdom
576627,84707A,SILVER JEWELLED MIRROR TRINKET TRAY,2,2011-11-16 08:25:00,9.95,14426.0,United Kingdom
564838,23170,REGENCY TEA PLATE ROSES ,6,2011-08-30 12:43:00,3.29,,United Kingdom
573601,22109,FULL ENGLISH BREAKFAST PLATE,3,2011-10-31 15:24:00,7.46,,United Kingdom
569840,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-10-06 13:26:00,1.65,17428.0,United Kingdom
579196,23158,SET OF 5 LUCKY CAT MAGNETS ,1,2011-11-28 15:54:00,4.13,14096.0,United Kingdom
581146,22988,SOLDIERS EGG CUP ,36,2011-12-07 13:53:00,1.25,17602.0,United Kingdom
548512,22499,WOODEN UNION JACK BUNTING,2,2011-03-31 15:54:00,5.95,14410.0,United Kingdom
563834,21158,MOODY GIRL DOOR HANGER ,48,2011-08-19 12:50:00,0.39,14401.0,United Kingdom
558096,21714,CITRONELLA CANDLE GARDEN POT,6,2011-06-26 13:24:00,1.25,15532.0,United Kingdom
548547,72122,COFFEE SCENT PILLAR CANDLE,48,2011-03-31 19:42:00,0.95,17212.0,United Kingdom
569513,72741,GRAND CHOCOLATECANDLE,18,2011-10-04 13:55:00,1.45,14332.0,United Kingdom
537867,22781,GUMBALL MAGAZINE RACK,2,2010-12-08 16:48:00,7.65,16717.0,United Kingdom
576590,22842,BISCUIT TIN VINTAGE RED,12,2011-11-15 14:30:00,5.95,16240.0,United Kingdom
579187,20727,LUNCH BAG  BLACK SKULL.,2,2011-11-28 15:31:00,4.13,,United Kingdom
566736,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,24,2011-09-14 14:19:00,0.42,12726.0,France
562002,22637,PIGGY BANK RETROSPOT ,12,2011-08-01 13:48:00,2.1,14567.0,United Kingdom
559052,22494,EMERGENCY FIRST AID TIN ,2,2011-07-05 16:53:00,2.46,,United Kingdom
545697,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2011-03-06 14:38:00,2.95,14504.0,United Kingdom
537666,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,2010-12-07 18:36:00,8.47,,United Kingdom
554497,23077,DOUGHNUT LIP GLOSS ,20,2011-05-24 14:38:00,1.25,15819.0,United Kingdom
580098,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-12-01 15:05:00,2.95,15373.0,United Kingdom
562417,23251,VINTAGE RED ENAMEL TRIM MUG ,9,2011-08-04 16:32:00,2.46,,United Kingdom
539728,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,2010-12-21 14:26:00,1.65,16270.0,United Kingdom
554098,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,132,2011-05-22 13:01:00,1.25,14769.0,United Kingdom
538397,22896,PEG BAG APPLES DESIGN,50,2010-12-12 11:44:00,2.1,12753.0,Japan
554151,15058A,BLUE POLKADOT GARDEN PARASOL,2,2011-05-23 11:07:00,7.95,14049.0,United Kingdom
575491,23556,LANDMARK FRAME COVENT GARDEN ,1,2011-11-09 17:47:00,12.5,15531.0,United Kingdom
568665,22210,WOOD STAMP SET BEST WISHES,12,2011-09-28 12:52:00,0.83,13018.0,United Kingdom
574284,23581,JUMBO BAG PAISLEY PARK,20,2011-11-03 15:01:00,2.08,17644.0,United Kingdom
576059,22120,WELCOME  WOODEN BLOCK LETTERS,1,2011-11-13 15:19:00,9.95,15411.0,United Kingdom
579187,22962,JAM JAR WITH PINK LID,1,2011-11-28 15:31:00,1.63,,United Kingdom
568984,85066,CREAM SWEETHEART MINI CHEST,1,2011-09-29 15:57:00,12.75,17813.0,United Kingdom
543300,22021,BLUE FELT EASTER EGG BASKET,3,2011-02-07 11:42:00,1.65,13334.0,United Kingdom
560442,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,2,2011-07-18 16:59:00,1.65,15860.0,United Kingdom
549291,37342,POLKADOT COFFEE CUP & SAUCER PINK,8,2011-04-07 19:05:00,0.79,16261.0,United Kingdom
538207,22816,CARD MOTORBIKE SANTA,12,2010-12-10 11:33:00,0.42,12748.0,United Kingdom
578791,22946,WOODEN ADVENT CALENDAR CREAM,1,2011-11-25 12:20:00,16.95,12841.0,United Kingdom
539303,22966,GINGERBREAD MAN COOKIE CUTTER,36,2010-12-16 17:34:00,1.06,16684.0,United Kingdom
569568,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,2011-10-05 09:57:00,4.15,12700.0,France
536876,85227,SET OF 6 3D KIT CARDS FOR KIDS,4,2010-12-03 11:36:00,1.66,,United Kingdom
580611,23552,BICYCLE PUNCTURE REPAIR KIT ,2,2011-12-05 11:49:00,2.08,12748.0,United Kingdom
560773,21906,PHARMACIE FIRST AID TIN,1,2011-07-20 16:17:00,13.29,,United Kingdom
539421,22916,HERB MARKER THYME,12,2010-12-17 14:21:00,0.65,14016.0,EIRE
564817,90119,METALIC LEAVES BAG CHARMS,1,2011-08-30 12:02:00,2.46,,United Kingdom
572076,23129,HEART SHAPED HOLLY WREATH,4,2011-10-20 14:01:00,4.15,13761.0,United Kingdom
575141,20973,12 PENCIL SMALL TUBE WOODLAND,24,2011-11-08 15:35:00,0.65,15615.0,United Kingdom
547918,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2011-03-28 12:49:00,1.25,15249.0,United Kingdom
559922,22684,FRENCH BLUE METAL DOOR SIGN 9,10,2011-07-13 15:50:00,1.25,14400.0,United Kingdom
556408,22059,CERAMIC STRAWBERRY DESIGN MUG,3,2011-06-10 11:54:00,1.49,13533.0,United Kingdom
575477,22271,FELTCRAFT DOLL ROSIE,1,2011-11-09 16:14:00,5.79,,United Kingdom
550167,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-04-14 16:38:00,1.25,14206.0,United Kingdom
546753,85040A,S/4 PINK FLOWER CANDLES IN BOWL,2,2011-03-16 13:00:00,1.65,16383.0,United Kingdom
547358,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-03-22 12:25:00,1.69,15998.0,United Kingdom
575320,47566,PARTY BUNTING,4,2011-11-09 13:30:00,4.95,17011.0,United Kingdom
540568,85099B,JUMBO BAG RED RETROSPOT,10,2011-01-10 11:22:00,1.95,15039.0,United Kingdom
572704,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-10-25 14:39:00,4.96,,United Kingdom
538566,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2010-12-13 11:21:00,2.51,,United Kingdom
559816,21944,KITTENS DESIGN FLANNEL,5,2011-07-12 16:11:00,0.83,,United Kingdom
